Heading,Link,Intro,Subheading,Definitions,Example,List_item,table_item,Image_url
python||Numbers,https://www.w3schools.com/python/python_numbers.asp,,"['Python Numbers', 'Int', 'Float', 'Complex', 'Type Conversion', 'Random Number']","['There are three numeric types in Python:Variables of numeric types are created when you assign a value to them:To verify the type of any object in Python, use the type() function:', 'Int, or integer, is a whole number, \npositive or negative, without decimals, of unlimited length.', 'Float, or ""floating point number"" is a number, positive or negative, containing one or more decimals.Float can also be scientific numbers with an ""e"" to indicate the power of 10.', 'Complex numbers are written with a ""j"" as the imaginary part:', 'You can convert from one type to another with the int(), \nfloat(), and complex() methods:', 'Python does not have a random() function to \nmake a random number, but Python has a built-in module called\nrandom that can be used to make random numbers:In our Random Module Reference you will learn more about the Random module.']","['\nx = 1\xa0\xa0\xa0 \n  # inty = 2.8\xa0 # floatz = 1j\xa0\xa0 # complex\n &&&&&& \n  print(type(x))print(type(y))print(type(z))\n', '\nx = 1y = 35656222554887711z = \n  -3255522print(type(x))print(type(y))print(type(z))', '\nx = 1.10y = 1.0z = -35.59print(type(x))print(type(y))print(type(z)) &&&&&& \n  x = 35e3y = 12E4z = -87.7e100print(type(x))print(type(y))\n  print(type(z))', '\n  x = 3+5jy = 5jz = -5jprint(type(x))print(type(y))\n  print(type(z))', '\n  x = 1\xa0\xa0\xa0 # inty = 2.8\xa0 # floatz = 1j\xa0\xa0 # complex#convert from int to float:\n  a = float(x)#convert from float to int:\n  b = int(y)#convert from int to complex:c = complex(x)print(a)print(b)\n  print(c)print(type(a))print(type(b))\n  print(type(c))', '\n  import randomprint(random.randrange(1, 10))']",['Python Numbers###&&&|||int|||float|||complex|||'],[],[]
python||Casting,https://www.w3schools.com/python/python_casting.asp,,['Specify a Variable Type'],"['There may be times when you want to specify a type on to a variable. This can be done with casting. Python is an object-orientated language, and as such it uses classes to define data types, including its primitive types.Casting in python is therefore done using constructor functions:']",[''],"['Specify a Variable Type###&&&|||int() - constructs an integer number from an integer literal, a float literal (by removing |||    all decimals), or a string literal (providing the string represents a whole number)|||float() - constructs a float number from an integer literal, a float literal or a string literal (providing the string represents a float or an integer)|||str() - constructs a string from a wide variety of data types, including strings, integer literals and float literals|||']",[],[]
python||Strings,https://www.w3schools.com/python/python_strings.asp,,"['Strings', 'Assign String to a Variable', 'Multiline Strings', 'Strings are Arrays', 'Looping Through a String', 'String Length', 'Check String', 'Check if NOT']","['Strings in python are surrounded by either single quotation marks, or double quotation marks.\'hello\' is the same as ""hello"".You can display a string literal with the print() function:', 'Assigning a string to a variable is done with the variable name followed by \nan equal sign and the string:', 'You can assign a multiline string to a variable by using three quotes:Or three single quotes:', 'Like many other popular programming languages, strings in Python are arrays of bytes representing unicode characters.However, Python does not have a character data type, a single character is simply a string with a length of 1.Square brackets can be used to access elements of the string.', 'Since strings are arrays, we can loop through the characters in a string, with a for loop.Learn more about For Loops in our Python For Loops chapter.', 'To get the length of a string, use the len() function.', 'To check if a certain phrase or character is present in a string, we can use \nthe keyword \nin.Use it in an if statement:Learn more about If statements in our Python \nIf...Else chapter.', 'To check if a certain phrase or character is NOT present in a string, we can use \nthe keyword not in.Use it in an if statement:']","['\nprint(""Hello"")\nprint(\'Hello\')\n', '\na = ""Hello""print(a)', '\n  a = """"""Lorem ipsum dolor sit amet,consectetur adipiscing elit,sed do \n  eiusmod tempor incididuntut labore et dolore magna aliqua.""""""print(a) &&&&&& \n  a = \'\'\'Lorem ipsum dolor sit amet,consectetur adipiscing elit,sed do \n  eiusmod tempor incididuntut labore et dolore magna aliqua.\'\'\'print(a)', '\na = ""Hello, World!""\nprint(a[1])\n', '\n  for x in ""banana"":\xa0 print(x)\n', '\na = ""Hello, World!""\nprint(len(a))\n', '\n  txt = ""The best things in life are free!""print(""free"" in txt)\n &&&&&& \n  txt = ""The best things in life are free!""if ""free"" in txt:\xa0\nprint(""Yes, \'free\' is present."")\n', '\n  txt = ""The best things in life are free!""print(""expensive"" not in txt)\n   &&&&&& \n  txt = ""The best things in life are free!""if ""expensive"" not in txt:\xa0\nprint(""No, \'expensive\' is NOT present."")\n  ']",[''],[],[]
python||Strings,https://www.w3schools.com/python/python_strings.asp,,"['Strings', 'Assign String to a Variable', 'Multiline Strings', 'Strings are Arrays', 'Looping Through a String', 'String Length', 'Check String', 'Check if NOT']","['Strings in python are surrounded by either single quotation marks, or double quotation marks.\'hello\' is the same as ""hello"".You can display a string literal with the print() function:', 'Assigning a string to a variable is done with the variable name followed by \nan equal sign and the string:', 'You can assign a multiline string to a variable by using three quotes:Or three single quotes:', 'Like many other popular programming languages, strings in Python are arrays of bytes representing unicode characters.However, Python does not have a character data type, a single character is simply a string with a length of 1.Square brackets can be used to access elements of the string.', 'Since strings are arrays, we can loop through the characters in a string, with a for loop.Learn more about For Loops in our Python For Loops chapter.', 'To get the length of a string, use the len() function.', 'To check if a certain phrase or character is present in a string, we can use \nthe keyword \nin.Use it in an if statement:Learn more about If statements in our Python \nIf...Else chapter.', 'To check if a certain phrase or character is NOT present in a string, we can use \nthe keyword not in.Use it in an if statement:']","['\nprint(""Hello"")\nprint(\'Hello\')\n', '\na = ""Hello""print(a)', '\n  a = """"""Lorem ipsum dolor sit amet,consectetur adipiscing elit,sed do \n  eiusmod tempor incididuntut labore et dolore magna aliqua.""""""print(a) &&&&&& \n  a = \'\'\'Lorem ipsum dolor sit amet,consectetur adipiscing elit,sed do \n  eiusmod tempor incididuntut labore et dolore magna aliqua.\'\'\'print(a)', '\na = ""Hello, World!""\nprint(a[1])\n', '\n  for x in ""banana"":\xa0 print(x)\n', '\na = ""Hello, World!""\nprint(len(a))\n', '\n  txt = ""The best things in life are free!""print(""free"" in txt)\n &&&&&& \n  txt = ""The best things in life are free!""if ""free"" in txt:\xa0\nprint(""Yes, \'free\' is present."")\n', '\n  txt = ""The best things in life are free!""print(""expensive"" not in txt)\n   &&&&&& \n  txt = ""The best things in life are free!""if ""expensive"" not in txt:\xa0\nprint(""No, \'expensive\' is NOT present."")\n  ']",[''],[],[]
python||Slicing Strings,https://www.w3schools.com/python/python_strings_slicing.asp,,"['Slicing', 'Slice From the Start', 'Slice To the End', 'Negative Indexing']","['You can return a range of characters by using the slice syntax.Specify the start index and the end index, separated by a colon, to return a \npart of the string.', 'By leaving out the start index, the range will start at the first character:', 'By leaving out the end index, the range will go to the end:', '']","['\nb = ""Hello, World!""\n  print(b[2:5])\n', '\nb = ""Hello, World!""\n  print(b[:5])\n', '\nb = ""Hello, World!""\n  print(b[2:])\n', '\nb = ""Hello, World!""\n  print(b[-5:-2])\n']",[''],[],[]
python||Modify Strings,https://www.w3schools.com/python/python_strings_modify.asp,Python has a set of built-in methods that you can use on strings.,"['Upper Case', 'Lower Case', 'Remove Whitespace', 'Replace String', 'Split String', 'String Methods']","['Whitespace is the space before and/or after the actual text, and very often you want to remove this space.', 'The split() method returns a list where the text between the specified separator becomes the list items.Learn more about Lists in our Python Lists chapter.', 'Learn more about String Methods with our String Methods Reference', '', '', '']","['\na = ""Hello, World!""\nprint(a.upper())\n', '\na = ""Hello, World!""\nprint(a.lower())\n', '\na = "" Hello, World! ""\nprint(a.strip()) # returns ""Hello, World!""\n', '\na = ""Hello, World!""\nprint(a.replace(""H"", ""J""))\n', '\na = ""Hello, World!""\nprint(a.split("","")) # \n  returns [\'Hello\', \' World!\']\n', '']",[''],[],[]
python||String Concatenation,https://www.w3schools.com/python/python_strings_concatenate.asp,,['String Concatenation'],"['To concatenate, or combine, two strings you can use the + operator.']","['\n  a = ""Hello""b = ""World""c = a + b\nprint(c)\n &&&&&& \n  a = ""Hello""b = ""World""c = a + "" "" + b\nprint(c)\n']",[''],[],[]
python||Format - Strings,https://www.w3schools.com/python/python_strings_format.asp,,['String Format'],"['As we learned in the Python Variables chapter, we cannot combine strings and numbers like this:But we can combine strings and numbers by using the format() method!The format() method takes the passed arguments, \nformats them, and places them in the string where the placeholders\n{} are:The format() method takes unlimited number of arguments, and are placed into \nthe respective placeholders:You can use index numbers {0} to be sure the arguments are placed \nin the correct placeholders:', 'Learn more about String Formatting in our String Formatting chapter.']","['\n  age = 36txt = ""My name is John, I am "" + ageprint(txt)\n &&&&&& \n  age = 36txt = ""My name is John, and I am {}""print(txt.format(age))\n &&&&&& \n  quantity = 3itemno = 567price = 49.95myorder = ""I want {} \n  pieces of item {} for {} dollars.""print(myorder.format(quantity, \n  itemno, price))\n &&&&&& \n  quantity = 3itemno = 567price = 49.95myorder = ""I want to pay {2} \n  dollars for {0} pieces of item {1}.""print(myorder.format(quantity, \n  itemno, price))\n']",[''],[],[]
python||Escape Characters,https://www.w3schools.com/python/python_strings_escape.asp,,"['Escape Character', 'Escape Characters']","['To insert characters that are illegal in a string, use an escape character.An escape character is a backslash \\ followed by the character you want to insert.An example of an illegal character is a double quote inside a string that is surrounded by double quotes:To fix this problem, use the escape character \\"":', 'Other escape characters used in Python:']","['\ntxt = ""We are the so-called ""Vikings"" from the north.""\n &&&&&& \ntxt = ""We are the so-called \\""Vikings\\"" from the north.""\n', '']",[''],"[""Code|||Result|||Try it|||&&&\\'|||Single Quote|||Try it »|||&&&\\\\|||Backslash|||Try it »|||&&&\\n|||New Line|||Try it »|||&&&\\r|||Carriage Return|||Try it »|||&&&\\t|||Tab|||Try it »|||&&&\\b|||Backspace|||Try it »|||&&&\\f|||Form Feed||||||&&&\\ooo|||Octal value|||Try it »|||&&&\\xhh|||Hex value|||Try it »|||&&&""]",[]
python||String Methods,https://www.w3schools.com/python/python_strings_methods.asp,,['String Methods'],['Python has a set of built-in methods that you can use on strings.'],[''],[''],"['Method|||Description|||&&&capitalize()|||Converts the first \n    character to upper case|||&&&casefold()|||Converts string into \n    lower case|||&&&center()|||Returns a centered \n    string|||&&&count()|||Returns the number of \n    times a specified value occurs in a string|||&&&encode()|||Returns an encoded \n    version of the string|||&&&endswith()|||Returns true if the \n    string ends with the specified value|||&&&expandtabs()|||Sets the \n    tab size of the string|||&&&find()|||Searches the string for a \n    specified value and returns the position of where it was found|||&&&format()|||Formats specified \n    values in a string|||&&&format_map()|||Formats specified \n    values in a string|||&&&index()|||Searches the string \n    for a specified value and returns the position of where it was found|||&&&isalnum()|||Returns True if all \n    characters in the string are alphanumeric|||&&&isalpha()|||Returns True if all \n    characters in the string are in the alphabet|||&&&isdecimal()|||Returns True if all \n    characters in the string are decimals|||&&&isdigit()|||Returns True if all \n    characters in the string are digits|||&&&isidentifier()|||Returns True if \n    the string is an identifier|||&&&islower()|||Returns True if all \n    characters in the string are lower case|||&&&isnumeric()|||Returns True if \n    all characters in the string are numeric|||&&&isprintable()|||Returns True if \n    all characters in the string are printable|||&&&isspace()|||Returns True if all \n    characters in the string are whitespaces|||&&&istitle()|||Returns True if the string follows the rules of a \n    title|||&&&isupper()|||Returns True if all \n    characters in the string are upper case|||&&&join()|||Joins the elements of \n    an iterable to the end of the string|||&&&ljust()|||Returns a left justified \n    version of the string|||&&&lower()|||Converts a string into \n    lower case|||&&&lstrip()|||Returns a left trim \n    version of the string|||&&&maketrans()|||Returns a \n    translation table to be used in translations|||&&&partition()|||Returns a tuple \n    where the string is parted into three parts|||&&&replace()|||Returns a string \n    where a specified value is replaced with a specified value|||&&&rfind()|||Searches the string for \n    a specified value and returns the last position of where it was found|||&&&rindex()|||Searches the string for \n    a specified value and returns the last position of where it was found|||&&&rjust()|||Returns a right justified \n    version of the string|||&&&rpartition()|||Returns a tuple \n    where the string is parted into three parts|||&&&rsplit()|||Splits the string at \n    the specified separator, and returns a list|||&&&rstrip()|||Returns a right trim \n    version of the string|||&&&split()|||Splits the string at \n    the specified separator, and returns a list|||&&&splitlines()|||Splits the string \n    at line breaks and returns a list|||&&&startswith()|||Returns true if \n    the string starts with the specified value|||&&&strip()|||Returns a trimmed version of the string|||&&&swapcase()|||Swaps cases, lower \n    case becomes upper case and vice versa|||&&&title()|||Converts the first \n    character of each word to upper case|||&&&translate()|||Returns a \n    translated string|||&&&upper()|||Converts a string \n    into upper case|||&&&zfill()|||Fills the string with \n  a specified number of 0 values at the beginning|||&&&']",[]
python||String Exercises,https://www.w3schools.com/python/python_strings_exercises.asp,,[],"['Now you have learned a lot about Strings, and how to use them in Python.Are you ready for a test?Try to insert the missing part to make the code work as expected:Go to the Exercise section and test all of our Python Strings Exercises:\nPython String Exercises\n']",[],[''],[],[]
