Heading,Link,Intro,Subheading,Definitions,Example,List_item,table_item,Image_url
css||HSL Colors,https://www.w3schools.com/css/css_colors_hsl.asp,"HSL stands for hue, saturation, and lightness.","['HSL Value', 'HSLA Value']","['In CSS, a color can be specified using hue, saturation, and lightness (HSL) in \nthe form:hsl(hue, saturation, lightness)Hue is a degree on the color wheel from 0 to 360. 0 is red, 120 is green, and 240 is blue.Saturation is a percentage value, 0% means a shade of gray, and 100% is the full color.Lightness is also a percentage, 0% is black, 50% is neither light or dark, 100% is whiteExperiment by mixing the HSL values below:', 'Saturation can be described as the intensity of a color.100% is pure color, no shades of gray50% is 50% gray, but you can still see the color.0% is completely gray, you can no longer see the color.', 'The lightness of a color can be described as how much light you want to give the color, where 0% means no light (black), 50% means 50% light (neither dark nor light) 100% means full lightness (white).', 'Shades of gray are often defined by setting the hue and saturation to 0, and \nadjust the lightness from 0% to 100% to get darker/lighter shades:', 'HSLA color values are an extension of HSL color values with an alpha channel \n- which specifies the opacity for a color.An HSLA color value is \nspecified with:hsla(hue, saturation, lightness, \nalpha)The alpha parameter is a number \nbetween 0.0 (fully transparent) and 1.0 (not transparent at all):Experiment by mixing the HSLA values below:']","['\n\n\nhsl(0, 100%, 50%)\n\n\nhsl(240, 100%, 50%)\n\n\nhsl(147, 50%, 47%)\n\n\nhsl(300, 76%, 72%)\n\n\nhsl(39, 100%, 50%)\n\n\nhsl(248, 53%, 58%)\n\n\n', '\n\n\nhsl(0, 100%, 50%)\n\n\nhsl(0, 80%, 50%)\n\n\nhsl(0, 60%, 50%)\n\n\nhsl(0, 40%, 50%)\n\n\nhsl(0, 20%, 50%)\n\n\nhsl(0, 0%, 50%)\n\n\n', '\n\n\nhsl(0, 100%, 0%)\n\n\nhsl(0, 100%, 25%)\n\n\nhsl(0, 100%, 50%)\n\n\nhsl(0, 100%, 75%)\n\n\nhsl(0, 100%, 90%)\n\n\nhsl(0, 100%, 100%)\n\n\n', '\n\n\nhsl(0, 0%, 0%)\n\n\nhsl(0, 0%, 24%)\n\n\nhsl(0, 0%, 47%)\n\n\nhsl(0, 0%, 71%)\n\n\nhsl(0, 0%, 94%)\n\n\nhsl(0, 0%, 100%)\n\n\n']",[''],[],[]
css||Backgrounds,https://www.w3schools.com/css/css_background.asp,"The CSS background properties are used to add background effects 
for elements.","['CSS background-color', 'Other Elements', 'Opacity / Transparency', 'Transparency using RGBA']","['The background-color property specifies the background color of an element.With CSS, a color is most often specified by:Look at CSS Color Values for a complete \nlist of possible color values.', 'You can set the background color for any HTML elements:', 'The opacity property specifies the opacity/transparency of an element. It can take a value from 0.0 - 1.0. The lower value, the more transparent:', 'If you do not want to apply opacity to child elements, like in our example above, use RGBA color values. \nThe following example sets the opacity for the background color and not the text:You learned from our CSS Colors Chapter, that you can use RGB as a color value. In addition to RGB, \nyou can use an RGB color value with an alpha channel (RGBA) - which specifies the opacity for a color.An RGBA color value is specified with: rgba(red, green, blue, alpha). The \nalpha parameter is a number between 0.0 (fully transparent) and 1.0 (fully opaque).Tip: You will learn more about RGBA Colors in our CSS Colors Chapter.']","['\nbody {\xa0\xa0background-color: lightblue;}\n', '\nh1 {\xa0\xa0background-color: green;}\ndiv {\xa0\xa0background-color: lightblue;}p {\xa0\xa0background-color: \nyellow;}', '\ndiv {\xa0 background-color: green;\xa0\xa0opacity: 0.3;}', '']",[''],[],[]
css||Backgrounds,https://www.w3schools.com/css/css_background.asp,"The CSS background properties are used to add background effects 
for elements.","['CSS background-color', 'Other Elements', 'Opacity / Transparency', 'Transparency using RGBA']","['The background-color property specifies the background color of an element.With CSS, a color is most often specified by:Look at CSS Color Values for a complete \nlist of possible color values.', 'You can set the background color for any HTML elements:', 'The opacity property specifies the opacity/transparency of an element. It can take a value from 0.0 - 1.0. The lower value, the more transparent:', 'If you do not want to apply opacity to child elements, like in our example above, use RGBA color values. \nThe following example sets the opacity for the background color and not the text:You learned from our CSS Colors Chapter, that you can use RGB as a color value. In addition to RGB, \nyou can use an RGB color value with an alpha channel (RGBA) - which specifies the opacity for a color.An RGBA color value is specified with: rgba(red, green, blue, alpha). The \nalpha parameter is a number between 0.0 (fully transparent) and 1.0 (fully opaque).Tip: You will learn more about RGBA Colors in our CSS Colors Chapter.']","['\nbody {\xa0\xa0background-color: lightblue;}\n', '\nh1 {\xa0\xa0background-color: green;}\ndiv {\xa0\xa0background-color: lightblue;}p {\xa0\xa0background-color: \nyellow;}', '\ndiv {\xa0 background-color: green;\xa0\xa0opacity: 0.3;}', '']",[''],[],[]
css||Background Image,https://www.w3schools.com/css/css_background_image.asp,,['CSS background-image'],"['The background-image property specifies an image to use as the background of an element.By default, the image is repeated so it covers the entire element.The background image can also be set for specific elements, like the <p> element:']",[''],[''],[],[]
css||Background Image Repeat,https://www.w3schools.com/css/css_background_repeat.asp,,"['CSS background-repeat', 'CSS background-repeat: no-repeat', 'CSS background-position']","['By default, the background-image property repeats an image both horizontally and vertically.Some images should be repeated only horizontally or vertically, or they will look strange, like this:If the image above is repeated only horizontally (background-repeat: repeat-x;), the background will look \nbetter:', 'Showing the background image only once is also specified by the background-repeat property:In the example above, the background image is placed in the same place as the text. We want to change the position of the image, so that it does not \ndisturb the text too much.', 'The background-position property is used to \nspecify the position of the background image.']","['\nbody\n{\n\xa0\xa0background-image: url(""gradient_bg.png"");\n}\n &&&&&& \nbody\n{\n\xa0\xa0background-image: url(""gradient_bg.png"");\n\xa0\xa0background-repeat: repeat-x;\n}\n', '\nbody\n{\n\xa0\xa0background-image: url(""img_tree.png"");\n\xa0\xa0background-repeat: no-repeat;\n}\n', '']",[''],[],[]
css||Background Attachment,https://www.w3schools.com/css/css_background_attachment.asp,,['CSS background-attachment'],['The background-attachment property specifies \nwhether the background image should scroll or be fixed (will not scroll with the \nrest of the page):'],[''],[''],[],[]
css||Background Shorthand,https://www.w3schools.com/css/css_background_shorthand.asp,,"['CSS background - Shorthand property', 'All CSS Background Properties']","['To shorten the code, it is also possible to specify all the background properties in one \nsingle property. This is called a shorthand property.Instead of writing:You can use the shorthand property background:\nWhen using the shorthand property the order of the property values is:It does not matter if one of the property values is missing, as long as the \nother ones are in this order. Note that we do not use the background-attachment property in the examples above, as it does not have a value.', '']","['\nbody {\xa0 background-color: #ffffff;\xa0 background-image: \n  url(""img_tree.png"");\xa0 background-repeat: no-repeat;\xa0 \n  background-position: right top;} &&&&&& \nbody {\xa0 background: #ffffff url(""img_tree.png"") no-repeat right top;}', '']",['CSS background - Shorthand property###&&&|||background-color|||background-image|||background-repeat|||background-attachment|||background-position|||'],['Property|||Description|||&&&background|||Sets all the background properties in one declaration|||&&&background-attachment|||Sets whether a background image is fixed or scrolls with the rest of the page|||&&&background-clip|||Specifies the painting area of the background|||&&&background-color|||Sets the background color of an element|||&&&background-image|||Sets the background image for an element|||&&&background-origin|||Specifies where the background image(s) is/are positioned|||&&&background-position|||Sets the starting position of a background image|||&&&background-repeat|||Sets how a background image will be repeated|||&&&background-size|||Specifies the size of the background image(s)|||&&&'],[]
css||Borders,https://www.w3schools.com/css/css_border.asp,"The CSS border properties allow you to specify the style, 
width, and color of an element's border.",['CSS Border Style'],"['The border-style property specifies what kind of border to display.The following values are allowed:The border-style property can have from one to four values (for \nthe top border, right border, bottom border, and the left border).']",[''],['CSS Border Style###&&&|||dotted - Defines a dotted border|||dashed - Defines a dashed border|||solid - Defines a solid border|||double - Defines a double border|||groove - Defines a 3D grooved border. The effect depends on the border-color value|||ridge - Defines a 3D ridged border. The effect depends on the border-color value|||inset - Defines a 3D inset border. The effect depends on the border-color value|||outset - Defines a 3D outset border. The effect depends on the border-color value|||none - Defines no border|||hidden - Defines a hidden border|||'],[],[]
css||Borders,https://www.w3schools.com/css/css_border.asp,"The CSS border properties allow you to specify the style, 
width, and color of an element's border.",['CSS Border Style'],"['The border-style property specifies what kind of border to display.The following values are allowed:The border-style property can have from one to four values (for \nthe top border, right border, bottom border, and the left border).']",[''],['CSS Border Style###&&&|||dotted - Defines a dotted border|||dashed - Defines a dashed border|||solid - Defines a solid border|||double - Defines a double border|||groove - Defines a 3D grooved border. The effect depends on the border-color value|||ridge - Defines a 3D ridged border. The effect depends on the border-color value|||inset - Defines a 3D inset border. The effect depends on the border-color value|||outset - Defines a 3D outset border. The effect depends on the border-color value|||none - Defines no border|||hidden - Defines a hidden border|||'],[],[]
css||Border Width,https://www.w3schools.com/css/css_border_width.asp,,"['CSS Border Width', 'Specific Side Widths']","['The border-width property specifies the width of the four borders.The width can be set as a specific size (in px, pt, cm, em, etc) or by using \none of the three pre-defined values: thin, medium, or thick:', 'The border-width \nproperty can have from one to four values (for the top border, right border, \nbottom border, and the left border):']","['\np.one\n{\n  \xa0\nborder-style: solid;\n  \xa0\nborder-width: 5px;\n}\np.two\n{\n  \xa0\nborder-style: solid;\n\xa0\xa0border-width: medium;\n}p.three\n{\n  \xa0\nborder-style: dotted;\n\xa0\xa0border-width: 2px;\n}\np.four\n{\n  \xa0\nborder-style: dotted;\n  \xa0\xa0border-width: thick;\n}\n', '\n5px border-width\nmedium border-width\n2px border-width\nthick border-width\n']",[''],[],[]
css||Border Color,https://www.w3schools.com/css/css_border_color.asp,,"['CSS Border Color', 'Specific Side Colors', 'HEX Values', 'RGB Values', 'HSL Values']","['The border-color property is used to set the color of the four borders.The color can be set by:Note: If border-color is not set, it inherits the color of the element.', 'The border-color property can have from one to four values (for \nthe top border, right border, bottom border, and the left border).\xa0', 'The color of the border can also be specified using a hexadecimal value (HEX):', 'Or by using RGB values:', 'You can also use HSL values:']","['\np.one\n{\n  \xa0\nborder-style: solid;\n  \xa0\nborder-color: red;\n}\np.two\n{\n  \xa0\nborder-style: solid;\n\xa0\xa0border-color: green;\n}p.three {\xa0\xa0border-style: dotted;\xa0\xa0border-color: \n  blue;}', '\nRed border\nGreen border\nBlue border\n', '\n  p.one {\xa0\xa0border-style: solid;\xa0\xa0border-color: red green blue yellow; \n  /* red top, green right, blue bottom and yellow left */}', '\n  p.one {\xa0\xa0border-style: solid;\xa0\xa0border-color: #ff0000; /* red \n  */}', '\n  p.one {\xa0 border-style: solid;\xa0 border-color: rgb(255, 0, 0); \n  /* red */}']","['CSS Border Color###&&&|||name - specify a color name, like ""red""|||HEX - specify a HEX value, like ""#ff0000""|||RGB - specify a RGB value, like ""rgb(255,0,0)""|||HSL - specify a HSL value, like ""hsl(0, 100%, 50%)""|||transparent|||']",[],[]
css||Border Sides,https://www.w3schools.com/css/css_border_sides.asp,,['CSS Border - Individual Sides'],"['From the examples on the previous pages, you have seen that it is possible to specify a \ndifferent border for each side.In CSS, there are also properties for specifying each of the borders (top, \nright, bottom, and left):The example above gives the same result as this:So, here is how it works:If the border-style property has four values:If the border-style property has three values:If the border-style property has two values:If the border-style property has one value:']",[''],[''],[],[]
css||Shorthand Border Property,https://www.w3schools.com/css/css_border_shorthand.asp,,['CSS Border - Shorthand Property'],"['Like you saw in the previous page, there are many properties to consider when dealing with borders.To shorten the code, it is also possible to specify all the individual border properties in \none property.The border property is a shorthand property for the following individual border properties:You can also specify all the individual border properties for just one side:']",[''],['CSS Border - Shorthand Property###&&&|||border-width|||border-style (required)|||border-color|||'],[],[]
css||Rounded Borders,https://www.w3schools.com/css/css_border_rounded.asp,,"['CSS Rounded Borders', 'More Examples', 'All CSS Border Properties']","['The border-radius property is used to add rounded borders to an element:Normal borderRound borderRounder borderRoundest border', 'All the top border properties in one declaration\nThis example demonstrates a shorthand property for setting all of the properties for the top border in one declaration.Set the style of the bottom border\nThis example demonstrates how to set the style of the bottom border.Set the width of the left border\nThis example demonstrates how to set the width of the left border.Set the color of the four borders\nThis example demonstrates how to set the color of the four borders. It can have from one to four colors.Set the color of the right border\nThis example demonstrates how to set the color of the right border.', '']","['\np {\xa0\xa0border: 2px solid red;\xa0\xa0border-radius: 5px;}', '', '']",[''],['Property|||Description|||&&&border|||Sets all the border properties in one declaration|||&&&border-bottom|||Sets all the bottom border properties in one declaration|||&&&border-bottom-color|||Sets the color of the bottom border|||&&&border-bottom-style|||Sets the style of the bottom border|||&&&border-bottom-width|||Sets the width of the bottom border|||&&&border-color|||Sets the color of the four borders|||&&&border-left|||Sets all the left border properties in one declaration|||&&&border-left-color|||Sets the color of the left border|||&&&border-left-style|||Sets the style of the left border|||&&&border-left-width|||Sets the width of the left border|||&&&border-radius|||Sets all the four border-*-radius properties for rounded corners|||&&&border-right|||Sets all the right border properties in one declaration|||&&&border-right-color|||Sets the color of the right border|||&&&border-right-style|||Sets the style of the right border|||&&&border-right-width|||Sets the width of the right border|||&&&border-style|||Sets the style of the four borders|||&&&border-top|||Sets all the top border properties in one declaration|||&&&border-top-color|||Sets the color of the top border|||&&&border-top-style|||Sets the style of the top border|||&&&border-top-width|||Sets the width of the top border|||&&&border-width|||Sets the width of the four borders|||&&&'],[]
