Heading,Link,Intro,Subheading,Definitions,Example,List_item,table_item,Image_url
java||Math,https://www.w3schools.com/java/java_math.asp,The Java Math class has many methods that allows you to perform mathematical tasks on numbers.,[''],"['The Math.max(x,y) method can be used to find the highest value of x and\ny:', 'The Math.min(x,y) method can be used to find the lowest value of x \nand y:', 'The Math.sqrt(x) method returns the square root of x:', 'The Math.abs(x) method returns the absolute (positive) value of x:', 'Math.random() returns a random number between 0.0 (inclusive), and 1.0 (exclusive):To get more control over the random number, e.g. you only want a random \nnumber between 0 and 100, you can use the following formula:']",[''],[''],[],[]
java||Booleans,https://www.w3schools.com/java/java_booleans.asp,,"['Java Booleans', 'Boolean Values', 'Boolean Expression']","['Very often, in programming, you will need a data type that can only have one of two values, like:For this, Java has a boolean data type, which can take the values true or false.', 'A boolean type is declared with the boolean keyword and can only take the values true or false:However, it is more common to return boolean values from boolean expressions, for conditional testing\n(see below).', 'A Boolean expression is a Java expression that returns a Boolean value: true or false.You can use a comparison operator, such as the greater than (>) operator to find out if an expression (or a variable) is true:Or even easier:In the examples below, we use the equal to (==) operator to evaluate an expression:']","['', '', '']",['Java Booleans###&&&|||YES / NO|||ON / OFF|||TRUE / FALSE|||'],[],[]
java||If ... Else,https://www.w3schools.com/java/java_conditions.asp,,"['Java Conditions and If Statements', 'The if Statement', 'The else Statement', 'The else if Statement', 'Short Hand If...Else (Ternary Operator)']","['Java supports the usual logical conditions from mathematics:You can use these conditions to perform different actions for different decisions.Java has the following conditional statements:', 'Use the if statement to specify a block of Java code to be executed if a condition is true.In the example below, we test two values to find out if 20 is greater than \n18. If the condition is true, print some text:We can also test variables:In the example above we use two variables, x and y, \nto test whether x is greater than y \n(using the > operator). As x is 20, and y is 18, and we know that 20 is greater than 18, we print to the screen that ""x is greater than y"".', 'Use the else statement to specify a block of code to be executed if the condition is false.In the example above, time (20) is greater than 18, so the condition is false. \nBecause of this, we move on to the else condition and print to the screen ""Good \nevening"". If the time was less than 18, the program would print ""Good day"".', 'Use the else if statement to specify a new condition if the first condition is false.In the example above, time (22) is greater than 10, so the first condition is false. The next condition, in the  \nelse if statement, is also false, so we move on to the else\ncondition since condition1 and condition2 is both false - and print to the screen ""Good \nevening"".However, if the time was 14, our program would print ""Good day.""', 'There is also a short-hand if else, which is known as the ternary \noperator because it consists of three operands. It can be used to \nreplace multiple lines of code with a single line. It is often used to replace \nsimple if else statements:Instead of writing:You can simply write:']","['', '', '', '', '']","['Java Conditions and If Statements###Java Conditions and If Statements###&&&|||Less than: a < b|||Less than or equal to: a <= b|||Greater than: a > b|||Greater than or equal to: a >= b|||Equal to a == b|||Not Equal to: a != b|||&&&|||Use if to specify a block of code to be executed, if a specified condition is true|||Use else to specify a block of code to be executed, if the same condition is false|||Use else if to specify a new condition to test, if the first condition is false|||Use switch to specify many alternative blocks of code to be executed|||']",[],[]
java||Switch,https://www.w3schools.com/java/java_switch.asp,,"['Java Switch Statements', 'The break Keyword', 'The default Keyword']","['Use the switch statement to select one of many code blocks to be executed.This is how it works:The example below uses the weekday number to calculate the weekday name:', ""When Java reaches a break \nkeyword, it breaks out of the switch block.This will stop the execution of more code and case testing inside \nthe block.When a match is found, and the job is done, it's time for a break. There is no need for more testing."", 'The default keyword specifies some code to run if there is no \ncase match:']","['', '', '']","['Java Switch Statements###&&&|||The switch expression is evaluated once.|||The value of the expression is compared with the values of each case.|||If there is a match, the associated block of code is executed.|||The break and default keywords are optional, and will be described later in this chapter|||']",[],[]
java||While Loop,https://www.w3schools.com/java/java_while_loop.asp,,"['Loops', 'Java While Loop', 'The Do/While Loop']","['Loops can execute a block of code as long as a specified condition is reached.Loops are handy because they save time, reduce errors, and they make code more readable.', 'The while loop loops through a block of code as long as a specified condition is true:In the example below, the code in the loop will run, over and over again, as long as \na variable (i) is less than 5:', 'The do/while loop is a variant of the while loop. This loop will \nexecute the code block once, before checking if the condition is true, then it will\nrepeat the loop as long as the condition is true.The example below uses a do/while loop. The loop will always be \nexecuted at least once, even if the condition is false, because the code block \nis executed before the condition is tested:']","['', '', '']",[''],[],[]
java||For Loop,https://www.w3schools.com/java/java_for_loop.asp,,"['Java For Loop', 'Another Example', 'For-Each Loop']","['When you know exactly how many times you want to loop through a block of \ncode, use the for loop instead of a while loop:Statement 1 is executed (one time) before the execution of the code block.Statement 2 defines the condition for executing the code block.Statement 3 is executed (every time) after the code block has been executed.The example below will print the numbers 0 to 4:Statement 1 sets a variable before the loop starts (int i = 0).Statement 2 defines the condition for the loop to run (i must be less than \n5). If the condition is true, the loop will start over again, if it is false, \nthe loop will end.Statement 3 increases a value (i++) each time the code block in the loop has \nbeen executed.', 'This example will only print even values between 0 and 10:', 'There is also a ""for-each"" loop, which is used exclusively to loop through elements in an array:The following example outputs all elements in the cars \narray, using a ""for-each"" loop:']","['', '', '']",[''],[],[]
java||Break and Continue,https://www.w3schools.com/java/java_break.asp,,"['Java Break', 'Java Continue', 'Break and Continue in While Loop']","['You have already seen the break statement used in an earlier chapter of this tutorial. It was used to ""jump out"" of a switch statement.The break statement can also be used to jump out of a \nloop.This example stops the loop when i is equal to 4:', 'The continue statement breaks one iteration (in the loop), if a specified condition occurs, and continues with the next iteration in the loop.This example skips the value of 4:', 'You can also use break and continue in while loops:']","['', '', '']",[''],[],[]
java||Arrays,https://www.w3schools.com/java/java_arrays.asp,,"['Java Arrays', 'Access the Elements of an Array', 'Change an Array Element', 'Array Length', 'Loop Through an Array', 'Loop Through an Array with For-Each', 'Multidimensional Arrays']","['Arrays are used to store multiple values in a single variable, instead of declaring separate variables for each \nvalue.To declare an array, define the variable type with square brackets:We have now declared a variable that holds an array of strings. To insert \nvalues to it, we can use an array literal - place the values in a \ncomma-separated list, inside curly braces:To create an array of integers, you could write:', 'You access an array element by referring to the index number.This statement accesses the value of the first element in cars:', 'To change the value of a specific element, refer to the index number:', ' \nTo find out how many elements an array has, use the length property:', 'You can loop through the array elements with the for loop, and use the length \nproperty to specify how many times the loop should run.The following example outputs all elements in the cars \narray:', 'There is also a ""for-each"" loop, which is used exclusively to loop through elements in arrays:The following example outputs all elements in the cars \narray, using a ""for-each"" loop:The example above can be read like this: for each String element (called \ni - as in \nindex) in cars, print out the value of i.If you compare the for loop and for-each loop, you will see that the for-each method is easier to write, it \ndoes not require a counter (using the length property), and it is more readable.', 'A multidimensional array is an array of arrays.To create a two-dimensional array, add each array within its own set of \ncurly braces:myNumbers is now an array with two arrays as its elements.To access the elements of the myNumbers array, \nspecify two indexes: one for the array, and one for the element inside that array. \nThis example accesses the third element (2) in the second array (1) of \nmyNumbers:We can also use a for loop inside another for loop to get the elements of a two-dimensional array (we still have to point to the two indexes):']","['', '', '', '', '', '', '']",[''],[],[]
java||Methods,https://www.w3schools.com/java/java_methods.asp,A method is a block of code which only runs when it is called.,"['Create a Method', 'Call a Method']","['You can pass data, known as parameters, into a method.Methods are used to perform certain actions, and they are also known as functions.Why use methods? To reuse code: define the code once, and use \nit many times.', 'A method must be declared within a class. It is defined \nwith the name of the method, followed by parentheses (). Java provides some pre-defined methods, such as System.out.println(), but you can also create your own methods to perform certain actions:', ""To call a method in Java, write the method's name followed by two \nparentheses () and a semicolon;In the following example, myMethod() is used to print a text (the action), when it is called:A method can also be called multiple times:""]","['', '']",['Create a Method###&&&|||myMethod() is the name of the method|||static means that the method belongs to the |||Main class and not an object of the Main class. You will learn more about objects and how to access methods through objects later in this tutorial.|||void means that this method does not have a |||return value. You will learn more about return values later in this chapter|||'],[],[]
java||Method Parameters,https://www.w3schools.com/java/java_methods_param.asp,,"['Parameters and Arguments', 'Multiple Parameters', 'Return Values', 'A Method with If...Else']","['Information can be passed to methods as parameter. Parameters act as variables inside the method.Parameters are specified after the method name, inside the parentheses.\nYou can add as many parameters as you want, just separate them with a comma.\nThe following example has a \nmethod that takes a String called fname as parameter.\nWhen the method is called, we pass along a first name,\nwhich is used inside the method to print the full name:\n', 'You can have as many parameters as you like:', ""The void keyword, used in the examples above, indicates that the method should not return a value. If you \nwant the method to return a value, you can use a primitive data type (such as int, \nchar, etc.) instead of void, and use the return \nkeyword inside the method:This example returns the sum of a method's two parameters:You can also store the result in a variable (recommended, as it is easier to read and maintain):"", 'It is common to use if...else statements inside methods:']","['', '', '', '']",[''],[],[]
java||Method Overloading,https://www.w3schools.com/java/java_methods_overloading.asp,,['Method Overloading'],"['With method overloading, multiple methods can have the same name with different\nparameters:Consider the following example, which has two methods that add numbers of different type:Instead of defining two methods that should do the same thing, it is better to overload one. In the example below, we overload the plusMethod \nmethod to work for both int \nand double:']",[''],[''],[],[]
java||Scope,https://www.w3schools.com/java/java_scope.asp,,"['Java Scope', 'Method Scope', 'Block Scope']","['In Java, variables are only accessible inside the region they are created. This is called\nscope.', 'Variables declared directly inside a method are available anywhere in the method following the line of code in which they were declared:', 'A block of code refers to all of the code between curly braces {}. Variables\ndeclared inside blocks of code are only accessible by the code between the curly braces, which follows the line in which the variable was declared:']","['', '', '']",[''],[],[]
java||Recursion,https://www.w3schools.com/java/java_recursion.asp,,"['Java Recursion', 'Recursion Example', 'Halting Condition']","['Recursion is the technique of making a function call itself. This technique provides a way\nto break complicated problems down into simple problems which are easier to solve.Recursion may be a bit difficult to understand. The\nbest way to figure out how it works is to experiment with it.', 'Adding two numbers together is easy to do, but adding a range of numbers is more\ncomplicated. In the following example, recursion is used to add a range of numbers\ntogether by breaking it down into the simple task of adding two numbers:When the sum() function is called, it adds parameter k to the sum of all numbers smaller\nthan k and returns the result. When k becomes 0, the function just returns 0. When\nrunning, the program follows these steps:Since the function does not call itself when k is 0, the program stops there and returns the\nresult.', 'Just as loops can run into the problem of infinite looping, recursive functions can run into\nthe problem of infinite recursion. Infinite recursion is when the function never stops calling\nitself. Every recursive function should have a halting condition, which is the condition\nwhere the function stops calling itself. In the previous example, the halting condition is\nwhen the parameter k becomes 0.It is helpful to see a variety of different examples to better understand the concept. In this\nexample, the function adds a range of numbers between a start and an end. The halting\ncondition for this recursive function is when end is not greater than start:']","['', '', '']",[''],[],[]
java||OOP,https://www.w3schools.com/java/java_oop.asp,,"['Java - What is OOP?', 'Java - What are Classes and Objects?']","['OOP stands for Object-Oriented Programming.Procedural programming is about writing procedures or methods that perform \noperations on the data, while object-oriented programming is about \ncreating objects that contain both data and methods.Object-oriented programming has several advantages over procedural \nprogramming:Tip: The ""Don\'t Repeat Yourself"" (DRY) principle is about \nreducing the repetition of code. You should extract out the codes that are \ncommon for the application, and place them at a single place and reuse them \ninstead of repeating it.', 'Classes and objects are the two main aspects of object-oriented programming.Look at the following illustration to see the difference between class and \nobjects:Another example:So, a class is a template for objects, and an object is an instance of a class.When the individual objects are created, they inherit all the \nvariables and methods from the class.You will learn much more about classes and objects in the next chapter.']","['', '']","['Java - What is OOP?###&&&|||OOP is faster and easier to execute|||OOP provides a clear structure for the programs|||OOP helps to keep the Java code DRY ""Don\'t Repeat Yourself"", and makes |||  the |||  code easier to maintain, modify and debug|||OOP makes it possible to create full reusable |||  applications with less code and shorter development time|||']",[],[]
